position,Median patristic pairwise distance
928,0.464304075
929,0.464304075
930,0.47452168
931,0.47452168
932,0.47452168
933,0.47452168
934,0.47452168
935,0.47452168
936,0.47452168
937,0.47452168
938,0.47452168
939,0.47452168
940,0.47452168
941,0.47452168
942,0.47452168
943,0.47452168
944,0.47452168
945,0.47452168
946,0.47452168
947,0.47452168
948,0.47452168
949,0.47452168
950,0.47452168
951,0.47452168
952,0.47452168
953,0.47452168
954,0.47452168
955,0.47452168
956,0.47452168
957,0.47452168
958,0.47452168
959,0.47452168
960,0.47452168
961,0.47452168
962,0.47452168
963,0.47452168
964,0.47452168
965,0.4804978
966,0.4804978
967,0.4804978
968,0.4804978
969,0.4804978
970,0.4804978
971,0.4804978
972,0.4804978
973,0.4804978
974,0.4804978
975,0.4804978
976,0.4804978
977,0.4804978
978,0.4804978
979,0.4804978
980,0.4804978
981,0.4804978
982,0.4804978
983,0.4804978
984,0.4804978
985,0.4804978
986,0.4804978
987,0.4804978
988,0.4804978
989,0.4804978
990,0.4804978
991,0.4804978
992,0.4804978
993,0.4804978
994,0.4804978
995,0.4804978
996,0.4804978
997,0.4804978
998,0.4804978
999,0.4804978
1000,0.483357742857
1001,0.483357742857
1002,0.483357742857
1003,0.483357742857
1004,0.483357742857
1005,0.483357742857
1006,0.483357742857
1007,0.483357742857
1008,0.483357742857
1009,0.483357742857
1010,0.483357742857
1011,0.483357742857
1012,0.483357742857
1013,0.483357742857
1014,0.483357742857
1015,0.483357742857
1016,0.483357742857
1017,0.483357742857
1018,0.483357742857
1019,0.483357742857
1020,0.483357742857
1021,0.483357742857
1022,0.483357742857
1023,0.483357742857
1024,0.483357742857
1025,0.483357742857
1026,0.483357742857
1027,0.483357742857
1028,0.483357742857
1029,0.483357742857
1030,0.483357742857
1031,0.483357742857
1032,0.483357742857
1033,0.483357742857
1034,0.483357742857
1035,0.4912514
1036,0.4912514
1037,0.4912514
1038,0.4912514
1039,0.4912514
1040,0.4912514
1041,0.4912514
1042,0.4912514
1043,0.4912514
1044,0.4912514
1045,0.4912514
1046,0.4912514
1047,0.4912514
1048,0.4912514
1049,0.4912514
1050,0.4912514
1051,0.4912514
1052,0.4912514
1053,0.4912514
1054,0.4912514
1055,0.4912514
1056,0.4912514
1057,0.4912514
1058,0.4912514
1059,0.4912514
1060,0.4912514
1061,0.4912514
1062,0.4912514
1063,0.4912514
1064,0.4912514
1065,0.4912514
1066,0.4912514
1067,0.4912514
1068,0.4912514
1069,0.4912514
1070,0.491682266667
1071,0.491682266667
1072,0.491682266667
1073,0.491682266667
1074,0.491682266667
1075,0.491682266667
1076,0.491682266667
1077,0.491682266667
1078,0.491682266667
1079,0.491682266667
1080,0.491682266667
1081,0.491682266667
1082,0.491682266667
1083,0.491682266667
1084,0.491682266667
1085,0.491682266667
1086,0.491682266667
1087,0.491682266667
1088,0.491682266667
1089,0.491682266667
1090,0.491682266667
1091,0.491682266667
1092,0.491682266667
1093,0.491682266667
1094,0.491682266667
1095,0.491682266667
1096,0.491682266667
1097,0.491682266667
1098,0.491682266667
1099,0.491682266667
1100,0.491682266667
1101,0.491682266667
1102,0.491682266667
1103,0.491682266667
1104,0.491682266667
1105,0.49880722
1106,0.49880722
1107,0.49880722
1108,0.49880722
1109,0.49880722
1110,0.49880722
1111,0.49880722
1112,0.49880722
1113,0.49880722
1114,0.49880722
1115,0.49880722
1116,0.49880722
1117,0.49880722
1118,0.49880722
1119,0.49880722
1120,0.49880722
1121,0.49880722
1122,0.49880722
1123,0.49880722
1124,0.49880722
1125,0.49880722
1126,0.49880722
1127,0.49880722
1128,0.49880722
1129,0.49880722
1130,0.49880722
1131,0.49880722
1132,0.49880722
1133,0.49880722
1134,0.49880722
1135,0.49880722
1136,0.49880722
1137,0.49880722
1138,0.49880722
1139,0.49880722
1140,0.53370419
1141,0.53370419
1142,0.53370419
1143,0.53370419
1144,0.53370419
1145,0.53370419
1146,0.53370419
1147,0.53370419
1148,0.53370419
1149,0.53370419
1150,0.53370419
1151,0.53370419
1152,0.53370419
1153,0.53370419
1154,0.53370419
1155,0.53370419
1156,0.53370419
1157,0.53370419
1158,0.53370419
1159,0.53370419
1160,0.53370419
1161,0.53370419
1162,0.53370419
1163,0.53370419
1164,0.53370419
1165,0.53370419
1166,0.53370419
1167,0.53370419
1168,0.53370419
1169,0.53370419
1170,0.53370419
1171,0.53370419
1172,0.53370419
1173,0.53370419
1174,0.53370419
1175,0.52003763
1176,0.52003763
1177,0.52003763
1178,0.52003763
1179,0.52003763
1180,0.52003763
1181,0.52003763
1182,0.52003763
1183,0.52003763
1184,0.52003763
1185,0.52003763
1186,0.52003763
1187,0.52003763
1188,0.52003763
1189,0.52003763
1190,0.52003763
1191,0.52003763
1192,0.52003763
1193,0.52003763
1194,0.52003763
1195,0.52003763
1196,0.52003763
1197,0.52003763
1198,0.52003763
1199,0.52003763
1200,0.52003763
1201,0.52003763
1202,0.52003763
1203,0.52003763
1204,0.52003763
1205,0.52003763
1206,0.52003763
1207,0.52003763
1208,0.52003763
1209,0.52003763
1210,0.4974177
1211,0.4974177
1212,0.4974177
1213,0.4974177
1214,0.4974177
1215,0.4974177
1216,0.4974177
1217,0.4974177
1218,0.4974177
1219,0.4974177
1220,0.4974177
1221,0.4974177
1222,0.4974177
1223,0.4974177
1224,0.4974177
1225,0.4974177
1226,0.4974177
1227,0.4974177
1228,0.4974177
1229,0.4974177
1230,0.4974177
1231,0.4974177
1232,0.4974177
1233,0.4974177
1234,0.4974177
1235,0.4974177
1236,0.4974177
1237,0.4974177
1238,0.4974177
1239,0.4974177
1240,0.4974177
1241,0.4974177
1242,0.4974177
1243,0.4974177
1244,0.4974177
1245,0.47172162
1246,0.47172162
1247,0.47172162
1248,0.47172162
1249,0.47172162
1250,0.47172162
1251,0.47172162
1252,0.47172162
1253,0.47172162
1254,0.47172162
1255,0.47172162
1256,0.47172162
1257,0.47172162
1258,0.47172162
1259,0.47172162
1260,0.47172162
1261,0.47172162
1262,0.47172162
1263,0.47172162
1264,0.47172162
1265,0.47172162
1266,0.47172162
1267,0.47172162
1268,0.47172162
1269,0.47172162
1270,0.47172162
1271,0.47172162
1272,0.47172162
1273,0.47172162
1274,0.47172162
1275,0.47172162
1276,0.47172162
1277,0.47172162
1278,0.47172162
1279,0.47172162
1280,0.44448907
1281,0.44448907
1282,0.44448907
1283,0.44448907
1284,0.44448907
1285,0.44448907
1286,0.44448907
1287,0.44448907
1288,0.44448907
1289,0.44448907
1290,0.44448907
1291,0.44448907
1292,0.44448907
1293,0.44448907
1294,0.44448907
1295,0.44448907
1296,0.44448907
1297,0.44448907
1298,0.44448907
1299,0.44448907
1300,0.44448907
1301,0.44448907
1302,0.44448907
1303,0.44448907
1304,0.44448907
1305,0.44448907
1306,0.44448907
1307,0.44448907
1308,0.44448907
1309,0.44448907
1310,0.44448907
1311,0.44448907
1312,0.44448907
1313,0.44448907
1314,0.44448907
1315,0.41854277
1316,0.41854277
1317,0.41854277
1318,0.41854277
1319,0.41854277
1320,0.41854277
1321,0.41854277
1322,0.41854277
1323,0.41854277
1324,0.41854277
1325,0.41854277
1326,0.41854277
1327,0.41854277
1328,0.41854277
1329,0.41854277
1330,0.41854277
1331,0.41854277
1332,0.41854277
1333,0.41854277
1334,0.41854277
1335,0.41854277
1336,0.41854277
1337,0.41854277
1338,0.41854277
1339,0.41854277
1340,0.41854277
1341,0.41854277
1342,0.41854277
1343,0.41854277
1344,0.41854277
1345,0.41854277
1346,0.41854277
1347,0.41854277
1348,0.41854277
1349,0.41854277
1350,0.39548556
1351,0.39548556
1352,0.39548556
1353,0.39548556
1354,0.39548556
1355,0.39548556
1356,0.39548556
1357,0.39548556
1358,0.39548556
1359,0.39548556
1360,0.39548556
1361,0.39548556
1362,0.39548556
1363,0.39548556
1364,0.39548556
1365,0.39548556
1366,0.39548556
1367,0.39548556
1368,0.39548556
1369,0.39548556
1370,0.39548556
1371,0.39548556
1372,0.39548556
1373,0.39548556
1374,0.39548556
1375,0.39548556
1376,0.39548556
1377,0.39548556
1378,0.39548556
1379,0.39548556
1380,0.39548556
1381,0.39548556
1382,0.39548556
1383,0.39548556
1384,0.39548556
1385,0.36544097
1386,0.36544097
1387,0.36544097
1388,0.36544097
1389,0.36544097
1390,0.36544097
1391,0.36544097
1392,0.36544097
1393,0.36544097
1394,0.36544097
1395,0.36544097
1396,0.36544097
1397,0.36544097
1398,0.36544097
1399,0.36544097
1400,0.36544097
1401,0.36544097
1402,0.36544097
1403,0.36544097
1404,0.36544097
1405,0.36544097
1406,0.36544097
1407,0.36544097
1408,0.36544097
1409,0.36544097
1410,0.36544097
1411,0.36544097
1412,0.36544097
1413,0.36544097
1414,0.36544097
1415,0.36544097
1416,0.36544097
1417,0.36544097
1418,0.36544097
1419,0.36544097
1420,0.34385537
1421,0.34385537
1422,0.34385537
1423,0.34385537
1424,0.34385537
1425,0.34385537
1426,0.34385537
1427,0.34385537
1428,0.34385537
1429,0.34385537
1430,0.34385537
1431,0.34385537
1432,0.34385537
1433,0.34385537
1434,0.34385537
1435,0.34385537
1436,0.34385537
1437,0.34385537
1438,0.34385537
1439,0.34385537
1440,0.34385537
1441,0.34385537
1442,0.34385537
1443,0.34385537
1444,0.34385537
1445,0.34385537
1446,0.34385537
1447,0.34385537
1448,0.34385537
1449,0.34385537
1450,0.34385537
1451,0.34385537
1452,0.34385537
1453,0.34385537
1454,0.34385537
1455,0.31126862
1456,0.31126862
1457,0.31126862
1458,0.31126862
1459,0.31126862
1460,0.31126862
1461,0.31126862
1462,0.31126862
1463,0.31126862
1464,0.31126862
1465,0.31126862
1466,0.31126862
1467,0.31126862
1468,0.31126862
1469,0.31126862
1470,0.31126862
1471,0.31126862
1472,0.31126862
1473,0.31126862
1474,0.31126862
1475,0.31126862
1476,0.31126862
1477,0.31126862
1478,0.31126862
1479,0.31126862
1480,0.31126862
1481,0.31126862
1482,0.31126862
1483,0.31126862
1484,0.31126862
1485,0.31126862
1486,0.31126862
1487,0.31126862
1488,0.31126862
1489,0.31126862
1490,0.26014966
1491,0.26014966
1492,0.26014966
1493,0.26014966
1494,0.26014966
1495,0.26014966
1496,0.26014966
1497,0.26014966
1498,0.26014966
1499,0.26014966
1500,0.26014966
1501,0.26014966
1502,0.26014966
1503,0.26014966
1504,0.26014966
1505,0.26014966
1506,0.26014966
1507,0.26014966
1508,0.26014966
1509,0.26014966
1510,0.26014966
1511,0.26014966
1512,0.26014966
1513,0.26014966
1514,0.26014966
1515,0.26014966
1516,0.26014966
1517,0.26014966
1518,0.26014966
1519,0.26014966
1520,0.26014966
1521,0.26014966
1522,0.26014966
1523,0.26014966
1524,0.26014966
1525,0.24871965
1526,0.24871965
1527,0.24871965
1528,0.24871965
1529,0.24871965
1530,0.24871965
1531,0.24871965
1532,0.24871965
1533,0.24871965
1534,0.24871965
1535,0.24871965
1536,0.24871965
1537,0.24871965
1538,0.24871965
1539,0.24871965
1540,0.24871965
1541,0.24871965
1542,0.24871965
1543,0.24871965
1544,0.24871965
1545,0.24871965
1546,0.24871965
1547,0.24871965
1548,0.24871965
1549,0.24871965
1550,0.24871965
1551,0.24871965
1552,0.24871965
1553,0.24871965
1554,0.24871965
1555,0.24871965
1556,0.24871965
1557,0.24871965
1558,0.24871965
1559,0.24871965
1560,0.26613891
1561,0.26613891
1562,0.26613891
1563,0.26613891
1564,0.26613891
1565,0.26613891
1566,0.26613891
1567,0.26613891
1568,0.26613891
1569,0.26613891
1570,0.26613891
1571,0.26613891
1572,0.26613891
1573,0.26613891
1574,0.26613891
1575,0.26613891
1576,0.26613891
1577,0.26613891
1578,0.26613891
1579,0.26613891
1580,0.26613891
1581,0.26613891
1582,0.26613891
1583,0.26613891
1584,0.26613891
1585,0.26613891
1586,0.26613891
1587,0.26613891
1588,0.26613891
1589,0.26613891
1590,0.26613891
1591,0.26613891
1592,0.26613891
1593,0.26613891
1594,0.26613891
1595,0.27082343
1596,0.27082343
1597,0.27082343
1598,0.27082343
1599,0.27082343
1600,0.27082343
1601,0.27082343
1602,0.27082343
1603,0.27082343
1604,0.27082343
1605,0.27082343
1606,0.27082343
1607,0.27082343
1608,0.27082343
1609,0.27082343
1610,0.27082343
1611,0.27082343
1612,0.27082343
1613,0.27082343
1614,0.27082343
1615,0.27082343
1616,0.27082343
1617,0.27082343
1618,0.27082343
1619,0.27082343
1620,0.27082343
1621,0.27082343
1622,0.27082343
1623,0.27082343
1624,0.27082343
1625,0.27082343
1626,0.27082343
1627,0.27082343
1628,0.27082343
1629,0.27082343
1630,0.29166545
1631,0.29166545
1632,0.29166545
1633,0.29166545
1634,0.29166545
1635,0.29166545
1636,0.29166545
1637,0.29166545
1638,0.29166545
1639,0.29166545
1640,0.29166545
1641,0.29166545
1642,0.29166545
1643,0.29166545
1644,0.29166545
1645,0.29166545
1646,0.29166545
1647,0.29166545
1648,0.29166545
1649,0.29166545
1650,0.29166545
1651,0.29166545
1652,0.29166545
1653,0.29166545
1654,0.29166545
1655,0.29166545
1656,0.29166545
1657,0.29166545
1658,0.29166545
1659,0.29166545
1660,0.29166545
1661,0.29166545
1662,0.29166545
1663,0.29166545
1664,0.29166545
1665,0.30720138
1666,0.30720138
1667,0.30720138
1668,0.30720138
1669,0.30720138
1670,0.30720138
1671,0.30720138
1672,0.30720138
1673,0.30720138
1674,0.30720138
1675,0.30720138
1676,0.30720138
1677,0.30720138
1678,0.30720138
1679,0.30720138
1680,0.30720138
1681,0.30720138
1682,0.30720138
1683,0.30720138
1684,0.30720138
1685,0.30720138
1686,0.30720138
1687,0.30720138
1688,0.30720138
1689,0.30720138
1690,0.30720138
1691,0.30720138
1692,0.30720138
1693,0.30720138
1694,0.30720138
1695,0.30720138
1696,0.30720138
1697,0.30720138
1698,0.30720138
1699,0.30720138
1700,0.32070973
1701,0.32070973
1702,0.32070973
1703,0.32070973
1704,0.32070973
1705,0.32070973
1706,0.32070973
1707,0.32070973
1708,0.32070973
1709,0.32070973
1710,0.32070973
1711,0.32070973
1712,0.32070973
1713,0.32070973
1714,0.32070973
1715,0.32070973
1716,0.32070973
1717,0.32070973
1718,0.32070973
1719,0.32070973
1720,0.32070973
1721,0.32070973
1722,0.32070973
1723,0.32070973
1724,0.32070973
1725,0.32070973
1726,0.32070973
1727,0.32070973
1728,0.32070973
1729,0.32070973
1730,0.32070973
1731,0.32070973
1732,0.32070973
1733,0.32070973
1734,0.32070973
1735,0.33240753
1736,0.33240753
1737,0.33240753
1738,0.33240753
1739,0.33240753
1740,0.33240753
1741,0.33240753
1742,0.33240753
1743,0.33240753
1744,0.33240753
1745,0.33240753
1746,0.33240753
1747,0.33240753
1748,0.33240753
1749,0.33240753
1750,0.33240753
1751,0.33240753
1752,0.33240753
1753,0.33240753
1754,0.33240753
1755,0.33240753
1756,0.33240753
1757,0.33240753
1758,0.33240753
1759,0.33240753
1760,0.33240753
1761,0.33240753
1762,0.33240753
1763,0.33240753
1764,0.33240753
1765,0.33240753
1766,0.33240753
1767,0.33240753
1768,0.33240753
1769,0.33240753
1770,0.33953757
1771,0.33953757
1772,0.33953757
1773,0.33953757
1774,0.33953757
1775,0.33953757
1776,0.33953757
1777,0.33953757
1778,0.33953757
1779,0.33953757
1780,0.33953757
1781,0.33953757
1782,0.33953757
1783,0.33953757
1784,0.33953757
1785,0.33953757
1786,0.33953757
1787,0.33953757
1788,0.33953757
1789,0.33953757
1790,0.33953757
1791,0.33953757
1792,0.33953757
1793,0.33953757
1794,0.33953757
1795,0.33953757
1796,0.33953757
1797,0.33953757
1798,0.33953757
1799,0.33953757
1800,0.33953757
1801,0.33953757
1802,0.33953757
1803,0.33953757
1804,0.33953757
1805,0.35514648
1806,0.35514648
1807,0.35514648
1808,0.35514648
1809,0.35514648
1810,0.35514648
1811,0.35514648
1812,0.35514648
1813,0.35514648
1814,0.35514648
1815,0.35514648
1816,0.35514648
1817,0.35514648
1818,0.35514648
1819,0.35514648
1820,0.35514648
1821,0.35514648
1822,0.35514648
1823,0.35514648
1824,0.35514648
1825,0.35514648
1826,0.35514648
1827,0.35514648
1828,0.35514648
1829,0.35514648
1830,0.35514648
1831,0.35514648
1832,0.35514648
1833,0.35514648
1834,0.35514648
1835,0.35514648
1836,0.35514648
1837,0.35514648
1838,0.35514648
1839,0.35514648
1840,0.36921524
1841,0.36921524
1842,0.36921524
1843,0.36921524
1844,0.36921524
1845,0.36921524
1846,0.36921524
1847,0.36921524
1848,0.36921524
1849,0.36921524
1850,0.36921524
1851,0.36921524
1852,0.36921524
1853,0.36921524
1854,0.36921524
1855,0.36921524
1856,0.36921524
1857,0.36921524
1858,0.36921524
1859,0.36921524
1860,0.36921524
1861,0.36921524
1862,0.36921524
1863,0.36921524
1864,0.36921524
1865,0.36921524
1866,0.36921524
1867,0.36921524
1868,0.36921524
1869,0.36921524
1870,0.36921524
1871,0.36921524
1872,0.36921524
1873,0.36921524
1874,0.36921524
1875,0.38734495
1876,0.38734495
1877,0.38734495
1878,0.38734495
1879,0.38734495
1880,0.38734495
1881,0.38734495
1882,0.38734495
1883,0.38734495
1884,0.38734495
1885,0.38734495
1886,0.38734495
1887,0.38734495
1888,0.38734495
1889,0.38734495
1890,0.38734495
1891,0.38734495
1892,0.38734495
1893,0.38734495
1894,0.38734495
1895,0.38734495
1896,0.38734495
1897,0.38734495
1898,0.38734495
1899,0.38734495
1900,0.38734495
1901,0.38734495
1902,0.38734495
1903,0.38734495
1904,0.38734495
1905,0.38734495
1906,0.38734495
1907,0.38734495
1908,0.38734495
1909,0.38734495
1910,0.3805853
1911,0.3805853
1912,0.3805853
1913,0.3805853
1914,0.3805853
1915,0.3805853
1916,0.3805853
1917,0.3805853
1918,0.3805853
1919,0.3805853
1920,0.3805853
1921,0.3805853
1922,0.3805853
1923,0.3805853
1924,0.3805853
1925,0.3805853
1926,0.3805853
1927,0.3805853
1928,0.3805853
1929,0.3805853
1930,0.3805853
1931,0.3805853
1932,0.3805853
1933,0.3805853
1934,0.3805853
1935,0.3805853
1936,0.3805853
1937,0.3805853
1938,0.3805853
1939,0.3805853
1940,0.3805853
1941,0.3805853
1942,0.3805853
1943,0.3805853
1944,0.3805853
1945,0.38970312
1946,0.38970312
1947,0.38970312
1948,0.38970312
1949,0.38970312
1950,0.38970312
1951,0.38970312
1952,0.38970312
1953,0.38970312
1954,0.38970312
1955,0.38970312
1956,0.38970312
1957,0.38970312
1958,0.38970312
1959,0.38970312
1960,0.38970312
1961,0.38970312
1962,0.38970312
1963,0.38970312
1964,0.38970312
1965,0.38970312
1966,0.38970312
1967,0.38970312
1968,0.38970312
1969,0.38970312
1970,0.38970312
1971,0.38970312
1972,0.38970312
1973,0.38970312
1974,0.38970312
1975,0.38970312
1976,0.38970312
1977,0.38970312
1978,0.38970312
1979,0.38970312
1980,0.38151041
1981,0.38151041
1982,0.38151041
1983,0.38151041
1984,0.38151041
1985,0.38151041
1986,0.38151041
1987,0.38151041
1988,0.38151041
1989,0.38151041
1990,0.38151041
1991,0.38151041
1992,0.38151041
1993,0.38151041
1994,0.38151041
1995,0.38151041
1996,0.38151041
1997,0.38151041
1998,0.38151041
1999,0.38151041
2000,0.38151041
2001,0.38151041
2002,0.38151041
2003,0.38151041
2004,0.38151041
2005,0.38151041
2006,0.38151041
2007,0.38151041
2008,0.38151041
2009,0.38151041
2010,0.38151041
2011,0.38151041
2012,0.38151041
2013,0.38151041
2014,0.38151041
2015,0.37693102
2016,0.37693102
2017,0.37693102
2018,0.37693102
2019,0.37693102
2020,0.37693102
2021,0.37693102
2022,0.37693102
2023,0.37693102
2024,0.37693102
2025,0.37693102
2026,0.37693102
2027,0.37693102
2028,0.37693102
2029,0.37693102
2030,0.37693102
2031,0.37693102
2032,0.37693102
2033,0.37693102
2034,0.37693102
2035,0.37693102
2036,0.37693102
2037,0.37693102
2038,0.37693102
2039,0.37693102
2040,0.37693102
2041,0.37693102
2042,0.37693102
2043,0.37693102
2044,0.37693102
2045,0.37693102
2046,0.37693102
2047,0.37693102
2048,0.37693102
2049,0.37693102
2050,0.37253175
2051,0.37253175
2052,0.37253175
2053,0.37253175
2054,0.37253175
2055,0.37253175
2056,0.37253175
2057,0.37253175
2058,0.37253175
2059,0.37253175
2060,0.37253175
2061,0.37253175
2062,0.37253175
2063,0.37253175
2064,0.37253175
2065,0.37253175
2066,0.37253175
2067,0.37253175
2068,0.37253175
2069,0.37253175
2070,0.37253175
2071,0.37253175
2072,0.37253175
2073,0.37253175
2074,0.37253175
2075,0.37253175
2076,0.37253175
2077,0.37253175
2078,0.37253175
2079,0.37253175
2080,0.37253175
2081,0.37253175
2082,0.37253175
2083,0.37253175
2084,0.37253175
2085,0.37176627
2086,0.37176627
2087,0.37176627
2088,0.37176627
2089,0.37176627
2090,0.37176627
2091,0.37176627
2092,0.37176627
2093,0.37176627
2094,0.37176627
2095,0.37176627
2096,0.37176627
2097,0.37176627
2098,0.37176627
2099,0.37176627
2100,0.37176627
2101,0.37176627
2102,0.37176627
2103,0.37176627
2104,0.37176627
2105,0.37176627
2106,0.37176627
2107,0.37176627
2108,0.37176627
2109,0.37176627
2110,0.37176627
2111,0.37176627
2112,0.37176627
2113,0.37176627
2114,0.37176627
2115,0.37176627
2116,0.37176627
2117,0.37176627
2118,0.37176627
2119,0.37176627
2120,0.37388581
2121,0.37388581
2122,0.37388581
2123,0.37388581
2124,0.37388581
2125,0.37388581
2126,0.37388581
2127,0.37388581
2128,0.37388581
2129,0.37388581
2130,0.37388581
2131,0.37388581
2132,0.37388581
2133,0.37388581
2134,0.37388581
2135,0.37388581
2136,0.37388581
2137,0.37388581
2138,0.37388581
2139,0.37388581
2140,0.37388581
2141,0.37388581
2142,0.37388581
2143,0.37388581
2144,0.37388581
2145,0.37388581
2146,0.37388581
2147,0.37388581
2148,0.37388581
2149,0.37388581
2150,0.37388581
2151,0.37388581
2152,0.37388581
2153,0.37388581
2154,0.37388581
2155,0.37512077
2156,0.37512077
2157,0.37512077
2158,0.37512077
2159,0.37512077
2160,0.37512077
2161,0.37512077
2162,0.37512077
2163,0.37512077
2164,0.37512077
2165,0.37512077
2166,0.37512077
2167,0.37512077
2168,0.37512077
2169,0.37512077
2170,0.37512077
2171,0.37512077
2172,0.37512077
2173,0.37512077
2174,0.37512077
2175,0.37512077
2176,0.37512077
2177,0.37512077
2178,0.37512077
2179,0.37512077
2180,0.37512077
2181,0.37512077
2182,0.37512077
2183,0.37512077
2184,0.37512077
2185,0.37512077
2186,0.37512077
2187,0.37512077
2188,0.37512077
2189,0.37512077
2190,0.37935241
2191,0.37935241
2192,0.37935241
2193,0.37935241
2194,0.37935241
2195,0.37935241
2196,0.37935241
2197,0.37935241
2198,0.37935241
2199,0.37935241
2200,0.37935241
2201,0.37935241
2202,0.37935241
2203,0.37935241
2204,0.37935241
2205,0.37935241
2206,0.37935241
2207,0.37935241
2208,0.37935241
2209,0.37935241
2210,0.37935241
2211,0.37935241
2212,0.37935241
2213,0.37935241
2214,0.37935241
2215,0.37935241
2216,0.37935241
2217,0.37935241
2218,0.37935241
2219,0.37935241
2220,0.37935241
2221,0.37935241
2222,0.37935241
2223,0.37935241
2224,0.37935241
2225,0.37161697
2226,0.37161697
2227,0.37161697
2228,0.37161697
2229,0.37161697
2230,0.37161697
2231,0.37161697
2232,0.37161697
2233,0.37161697
2234,0.37161697
2235,0.37161697
2236,0.37161697
2237,0.37161697
2238,0.37161697
2239,0.37161697
2240,0.37161697
2241,0.37161697
2242,0.37161697
2243,0.37161697
2244,0.37161697
2245,0.37161697
2246,0.37161697
2247,0.37161697
2248,0.37161697
2249,0.37161697
2250,0.37161697
2251,0.37161697
2252,0.37161697
2253,0.37161697
2254,0.37161697
2255,0.37161697
2256,0.37161697
2257,0.37161697
2258,0.37161697
2259,0.37161697
2260,0.35402968
2261,0.35402968
2262,0.35402968
2263,0.35402968
2264,0.35402968
2265,0.35402968
2266,0.35402968
2267,0.35402968
2268,0.35402968
2269,0.35402968
2270,0.35402968
2271,0.35402968
2272,0.35402968
2273,0.35402968
2274,0.35402968
2275,0.35402968
2276,0.35402968
2277,0.35402968
2278,0.35402968
2279,0.35402968
2280,0.35402968
2281,0.35402968
2282,0.35402968
2283,0.35402968
2284,0.35402968
2285,0.35402968
2286,0.35402968
2287,0.35402968
2288,0.35402968
2289,0.35402968
2290,0.35402968
2291,0.35402968
2292,0.35402968
2293,0.35402968
2294,0.35402968
2295,0.33590823
2296,0.33590823
2297,0.33590823
2298,0.33590823
2299,0.33590823
2300,0.33590823
2301,0.33590823
2302,0.33590823
2303,0.33590823
2304,0.33590823
2305,0.33590823
2306,0.33590823
2307,0.33590823
2308,0.33590823
2309,0.33590823
2310,0.33590823
2311,0.33590823
2312,0.33590823
2313,0.33590823
2314,0.33590823
2315,0.33590823
2316,0.33590823
2317,0.33590823
2318,0.33590823
2319,0.33590823
2320,0.33590823
2321,0.33590823
2322,0.33590823
2323,0.33590823
2324,0.33590823
2325,0.33590823
2326,0.33590823
2327,0.33590823
2328,0.33590823
2329,0.33590823
2330,0.31878444
2331,0.31878444
2332,0.31878444
2333,0.31878444
2334,0.31878444
2335,0.31878444
2336,0.31878444
2337,0.31878444
2338,0.31878444
2339,0.31878444
2340,0.31878444
2341,0.31878444
2342,0.31878444
2343,0.31878444
2344,0.31878444
2345,0.31878444
2346,0.31878444
2347,0.31878444
2348,0.31878444
2349,0.31878444
2350,0.31878444
2351,0.31878444
2352,0.31878444
2353,0.31878444
2354,0.31878444
2355,0.31878444
2356,0.31878444
2357,0.31878444
